Date,Home Team,Away Team
24/10/2024 19:00,Fenerbahçe,Man Utd
24/10/2024 19:00,Malmö,Olympiacos
24/10/2024 19:00,Athletic Club,Slavia Praha
24/10/2024 19:00,Anderlecht,Ludogorets
24/10/2024 19:00,Twente,Lazio
06/11/2024 15:30,Besiktas,Malmö
07/11/2024 17:45,Frankfurt,Slavia Praha
07/11/2024 17:45,Olympiacos,Rangers
07/11/2024 17:45,Galatasaray,Tottenham
07/11/2024 17:45,Bodø/Glimt,Qarabag
07/11/2024 17:45,Union SG,Roma
07/11/2024 17:45,Ludogorets,Athletic Club
07/11/2024 17:45,Nice,Twente
07/11/2024 17:45,FCSB,Midtjylland
07/11/2024 17:45,Elfsborg,Braga
07/11/2024 20:00,Man Utd,PAOK
07/11/2024 20:00,Ajax,M. Tel-Aviv
07/11/2024 20:00,Lazio,Porto
07/11/2024 20:00,AZ Alkmaar,Fenerbahçe
07/11/2024 20:00,Viktoria Plzen,Real Sociedad
07/11/2024 20:00,Dynamo Kyiv,Ferencváros
07/11/2024 20:00,Hoffenheim,Lyon
07/11/2024 20:00,RFS,Anderlecht
28/11/2024 17:45,Lazio,Ludogorets
28/11/2024 17:45,AZ Alkmaar,Galatasaray
28/11/2024 17:45,Qarabag,Lyon
28/11/2024 17:45,Dynamo Kyiv,Viktoria Plzen
28/11/2024 17:45,Athletic Club,Elfsborg
28/11/2024 17:45,Anderlecht,Porto
28/11/2024 17:45,Besiktas,M. Tel-Aviv
28/11/2024 17:45,RFS,PAOK
28/11/2024 20:00,Man Utd,Bodø/Glimt
28/11/2024 20:00,Tottenham,Roma
28/11/2024 20:00,Slavia Praha,Fenerbahçe
28/11/2024 20:00,Real Sociedad,Ajax
28/11/2024 20:00,Braga,Hoffenheim
28/11/2024 20:00,Ferencváros,Malmö
28/11/2024 20:00,Midtjylland,Frankfurt
28/11/2024 20:00,Nice,Rangers
28/11/2024 20:00,Twente,Union SG
28/11/2024 20:00,FCSB,Olympiacos
11/12/2024 15:30,Fenerbahçe,Athletic Club
12/12/2024 17:45,Roma,Braga
12/12/2024 17:45,Olympiacos,Twente
12/12/2024 17:45,PAOK,Ferencváros
12/12/2024 17:45,Viktoria Plzen,Man Utd
12/12/2024 17:45,Union SG,Nice
12/12/2024 17:45,Ludogorets,AZ Alkmaar
12/12/2024 17:45,Malmö,Galatasaray
12/12/2024 17:45,Hoffenheim,FCSB
12/12/2024 20:00,Porto,Midtjylland
12/12/2024 20:00,Ajax,Lazio
12/12/2024 20:00,Rangers,Tottenham
12/12/2024 20:00,Slavia Praha,Anderlecht
12/12/2024 20:00,Real Sociedad,Dynamo Kyiv
12/12/2024 20:00,Lyon,Frankfurt
12/12/2024 20:00,M. Tel-Aviv,RFS
12/12/2024 20:00,Bodø/Glimt,Besiktas
12/12/2024 20:00,Elfsborg,Qarabag
21/01/2025 15:30,Galatasaray,Dynamo Kyiv
22/01/2025 15:30,Besiktas,Athletic Club
23/01/2025 17:45,Porto,Olympiacos
23/01/2025 17:45,AZ Alkmaar,Roma
23/01/2025 17:45,Fenerbahçe,Lyon
23/01/2025 17:45,Qarabag,FCSB
23/01/2025 17:45,Viktoria Plzen,Anderlecht
23/01/2025 17:45,Bodø/Glimt,M. Tel-Aviv
23/01/2025 17:45,Malmö,Twente
23/01/2025 17:45,Hoffenheim,Tottenham
23/01/2025 20:00,Man Utd,Rangers
23/01/2025 20:00,Frankfurt,Ferencváros
23/01/2025 20:00,Lazio,Real Sociedad
23/01/2025 20:00,PAOK,Slavia Praha
23/01/2025 20:00,Union SG,Braga
23/01/2025 20:00,Ludogorets,Midtjylland
23/01/2025 20:00,RFS,Ajax
23/01/2025 20:00,Elfsborg,Nice
30/01/2025 20:00,Roma,Frankfurt
30/01/2025 20:00,Ajax,Galatasaray
30/01/2025 20:00,Rangers,Union SG
30/01/2025 20:00,Tottenham,Elfsborg
30/01/2025 20:00,Slavia Praha,Malmö
30/01/2025 20:00,Real Sociedad,PAOK
30/01/2025 20:00,Braga,Lazio
30/01/2025 20:00,Olympiacos,Qarabag
30/01/2025 20:00,Lyon,Ludogorets
30/01/2025 20:00,M. Tel-Aviv,Porto
30/01/2025 20:00,Ferencváros,AZ Alkmaar
30/01/2025 20:00,Dynamo Kyiv,RFS
30/01/2025 20:00,Midtjylland,Fenerbahçe
30/01/2025 20:00,Athletic Club,Viktoria Plzen
30/01/2025 20:00,Nice,Bodø/Glimt
30/01/2025 20:00,Anderlecht,Hoffenheim
30/01/2025 20:00,Twente,Besiktas
30/01/2025 20:00,FCSB,Man Utd
