Date,Home Team,Away Team
03/12/2020 20:00,Rangers,Standard Liège
03/12/2020 20:00,Benfica,Lech
03/12/2020 20:00,Granada,PSV
03/12/2020 20:00,Omonoia,PAOK
03/12/2020 20:00,AZ Alkmaar,Napoli
03/12/2020 20:00,Real Sociedad,Rijeka
10/12/2020 17:55,CSKA-Sofia,Roma
10/12/2020 17:55,Young Boys,CFR Cluj
10/12/2020 17:55,Dundalk,Arsenal
10/12/2020 17:55,Rapid Wien,Molde
10/12/2020 17:55,Leverkusen,Slavia Praha
10/12/2020 17:55,H. Beer-Sheva,Nice
10/12/2020 17:55,Standard Liège,Benfica
10/12/2020 17:55,Lech,Rangers
10/12/2020 17:55,PSV,Omonoia
10/12/2020 17:55,PAOK,Granada
10/12/2020 17:55,Napoli,Real Sociedad
10/12/2020 17:55,Rijeka,AZ Alkmaar
10/12/2020 20:00,Braga,Zorya Luhansk
10/12/2020 20:00,Leicester,AEK
10/12/2020 20:00,Sparta Praha,Milan
10/12/2020 20:00,Celtic,LOSC
10/12/2020 20:00,M. Tel-Aviv,Sivasspor
10/12/2020 20:00,Villarreal,Qarabag
10/12/2020 20:00,Tottenham,Antwerp
10/12/2020 20:00,Ludogorets,LASK
10/12/2020 20:00,Wolfsberg,Feyenoord
10/12/2020 20:00,Dinamo Zagreb,CSKA Moskva
10/12/2020 20:00,Liberec,Crvena zvezda
10/12/2020 20:00,Hoffenheim,Gent
18/02/2021 15:00,Dynamo Kyiv,Club Brugge
18/02/2021 17:55,Olympiacos,PSV
18/02/2021 17:55,Young Boys,Leverkusen
18/02/2021 17:55,Krasnodar,Dinamo Zagreb
18/02/2021 17:55,Braga,Roma
18/02/2021 17:55,Slavia Praha,Leicester
18/02/2021 17:55,Crvena zvezda,Milan
18/02/2021 17:55,Real Sociedad,Man. United
18/02/2021 17:55,Wolfsberg,Tottenham
18/02/2021 20:00,LOSC,Ajax
18/02/2021 20:00,M. Tel-Aviv,Shakhtar Donetsk
18/02/2021 20:00,Granada,Napoli
18/02/2021 20:00,Molde,Hoffenheim
18/02/2021 20:00,Salzburg,Villarreal
18/02/2021 20:00,Antwerp,Rangers
18/02/2021 20:00,Benfica,Arsenal
24/02/2021 17:00,Tottenham,Wolfsberg
25/02/2021 17:55,Ajax,LOSC
25/02/2021 17:55,Shakhtar Donetsk,M. Tel-Aviv
25/02/2021 17:55,Napoli,Granada
25/02/2021 17:55,Hoffenheim,Molde
25/02/2021 17:55,Villarreal,Salzburg
25/02/2021 17:55,Rangers,Antwerp
25/02/2021 17:55,Arsenal,Benfica
25/02/2021 20:00,PSV,Olympiacos
25/02/2021 20:00,Leverkusen,Young Boys
25/02/2021 20:00,Dinamo Zagreb,Krasnodar
25/02/2021 20:00,Roma,Braga
25/02/2021 20:00,Leicester,Slavia Praha
25/02/2021 20:00,Milan,Crvena zvezda
25/02/2021 20:00,Man. United,Real Sociedad
25/02/2021 20:00,Club Brugge,Dynamo Kyiv
11/03/2021 17:55,Slavia Praha,Rangers
11/03/2021 17:55,Man. United,Milan
11/03/2021 17:55,Dynamo Kyiv,Villarreal
11/03/2021 17:55,Ajax,Young Boys
11/03/2021 20:00,Granada,Molde
11/03/2021 20:00,Tottenham,Dinamo Zagreb
11/03/2021 20:00,Olympiacos,Arsenal
11/03/2021 20:00,Roma,Shakhtar Donetsk
18/03/2021 17:55,Molde,Granada
18/03/2021 17:55,Dinamo Zagreb,Tottenham
18/03/2021 17:55,Arsenal,Olympiacos
18/03/2021 17:55,Shakhtar Donetsk,Roma
18/03/2021 20:00,Rangers,Slavia Praha
18/03/2021 20:00,Milan,Man. United
18/03/2021 20:00,Villarreal,Dynamo Kyiv
18/03/2021 20:00,Young Boys,Ajax
08/04/2021 19:00,Dinamo Zagreb,Villarreal
08/04/2021 19:00,Ajax,Roma
08/04/2021 19:00,Arsenal,Slavia Praha
08/04/2021 19:00,Granada,Man. United
15/04/2021 19:00,Villarreal,Dinamo Zagreb
15/04/2021 19:00,Roma,Ajax
15/04/2021 19:00,Slavia Praha,Arsenal
15/04/2021 19:00,Man. United,Granada
29/04/2021 19:00,Villarreal,Arsenal
29/04/2021 19:00,Man. United,Roma
06/05/2021 19:00,Arsenal,Villarreal
06/05/2021 19:00,Roma,Man. United
26/05/2021 19:00,Villarreal,Man. United
