Date,Home Team,Away Team
14/03/2024 17:45,Slavia Praha,Milan
14/03/2024 20:00,Liverpool,Sparta Praha
14/03/2024 20:00,Brighton,Roma
14/03/2024 20:00,Atalanta,Sporting CP
14/03/2024 20:00,Leverkusen,Qarabag
11/04/2024 19:00,Milan,Roma
11/04/2024 19:00,Liverpool,Atalanta
11/04/2024 19:00,Leverkusen,West Ham
11/04/2024 19:00,Benfica,Marseille
18/04/2024 19:00,Roma,Milan
18/04/2024 19:00,Atalanta,Liverpool
18/04/2024 19:00,West Ham,Leverkusen
18/04/2024 19:00,Marseille,Benfica
02/05/2024 19:00,Marseille,Atalanta
02/05/2024 19:00,Roma,Leverkusen
09/05/2024 19:00,Atalanta,Marseille
09/05/2024 19:00,Leverkusen,Roma
22/05/2024 19:00,Atalanta,Leverkusen
